Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,A59,PUJ,2024-02-14T10:00:00+00:00,2024-02-14T10:24:00+00:00,24.0,Sunwing,WG4336
landed,YUL,A65,PVR,2024-02-14T09:30:00+00:00,2024-02-14T09:58:00+00:00,29.0,Air Canada,AC999
landed,YUL,A52,PVR,2024-02-14T10:30:00+00:00,2024-02-14T10:47:00+00:00,18.0,Air Transat,TS106
landed,YUL,A58,SDQ,2024-02-14T17:55:00+00:00,2024-02-14T18:51:00+00:00,56.0,Flycana,DW721
landed,YUL,C76,SFO,2024-02-14T18:15:00+00:00,2024-02-14T18:29:00+00:00,15.0,Air Canada,AC763
landed,YUL,A66,SJO,2024-02-14T18:55:00+00:00,2024-02-14T19:23:00+00:00,29.0,Air Transat,TS196
active,YUL,A60,SNU,2024-02-14T15:30:00+00:00,2024-02-14T15:37:00+00:00,8.0,Air Transat,TS716
active,YUL,A66,SNU,2024-02-14T16:00:00+00:00,2024-02-14T16:23:00+00:00,23.0,Sunwing,WG3306
landed,YUL,A66,SXM,2024-02-14T06:40:00+00:00,2024-02-14T07:18:00+00:00,38.0,Air Transat,TS284
active,YUL,,TEB,2024-02-14T09:00:00+00:00,2024-02-14T09:09:00+00:00,9.0,Flightpath Charter Airways,
active,YUL,,TEB,2024-02-14T07:15:00+00:00,,,Skyservice Business Aviation,
active,YUL,,TEB,2024-02-14T09:00:00+00:00,,,empty,
landed,YUL,C86,DTW,2024-03-18T17:10:00+00:00,2024-03-18T17:41:00+00:00,32.0,Delta Air Lines,DL4906
landed,YUL,C84,DTW,2024-03-18T07:10:00+00:00,2024-03-18T08:53:00+00:00,103.0,Delta Air Lines,DL4933
landed,YUL,C84,DTW,2024-03-18T13:06:00+00:00,2024-03-18T13:58:00+00:00,53.0,Delta Air Lines,DL5139
landed,YUL,A55,DXB,2024-03-18T10:20:00+00:00,2024-03-18T11:04:00+00:00,44.0,Emirates,EK244
scheduled,YUL,,EWR,2024-03-18T20:01:00+00:00,,,empty,
scheduled,YUL,C88,EWR,2024-03-18T08:15:00+00:00,,21.0,Air Canada,AC8938
landed,YUL,C81,EWR,2024-03-18T13:05:00+00:00,2024-03-18T13:16:00+00:00,12.0,Air Canada,AC8940
active,YUL,C82,EWR,2024-03-18T15:05:00+00:00,2024-03-18T15:16:00+00:00,11.0,Air Canada,AC8942
active,YUL,C89,EWR,2024-03-18T20:00:00+00:00,,24.0,Air Canada,AC8946
landed,YUL,,EWR,2024-03-18T08:15:00+00:00,2024-03-18T08:43:00+00:00,29.0,Air Canada,AC938
landed,YUL,,EWR,2024-03-18T15:05:00+00:00,2024-03-18T15:16:00+00:00,11.0,Air Canada,AC942
landed,YUL,,EWR,2024-03-18T20:00:00+00:00,2024-03-18T20:24:00+00:00,24.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-03-18T08:15:00+00:00,,21.0,Jazz,QK938
scheduled,YUL,,EWR,2024-03-18T15:05:00+00:00,,21.0,Jazz,QK942
scheduled,YUL,,EWR,2024-03-18T20:01:00+00:00,,20.0,Jazz,QK946
landed,YUL,C80,EWR,2024-03-18T07:00:00+00:00,2024-03-18T07:10:00+00:00,11.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-03-18T11:08:00+00:00,2024-03-18T11:15:00+00:00,8.0,United Airlines,UA3680
landed,YUL,A57,FDF,2024-03-18T09:00:00+00:00,2024-03-18T09:33:00+00:00,33.0,Air Canada,AC954
landed,YUL,C73,FLL,2024-03-18T08:55:00+00:00,2024-03-18T09:38:00+00:00,44.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-03-18T14:10:00+00:00,2024-03-18T14:15:00+00:00,6.0,Air Canada,AC1004
landed,YUL,C77,FLL,2024-03-18T15:50:00+00:00,2024-03-18T16:41:00+00:00,52.0,Flair Airlines,F81100
active,YUL,C79,FLL,2024-03-18T10:39:00+00:00,2024-03-18T11:00:00+00:00,21.0,Flair Airlines,F89962
scheduled,YUL,C75,FLL,2024-03-18T07:40:00+00:00,2024-03-18T10:01:00+00:00,142.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-03-18T16:20:00+00:00,2024-03-18T16:31:00+00:00,11.0,Air Canada Rouge,RV1606
landed,YUL,C79,FLL,2024-03-18T06:30:00+00:00,2024-03-18T06:55:00+00:00,26.0,Air Transat,TS2844
landed,YUL,C85,FLL,2024-03-18T16:25:00+00:00,2024-03-18T16:43:00+00:00,18.0,Air Transat,TS846
landed,YUL,A58,FRA,2024-03-18T19:05:00+00:00,2024-03-18T19:44:00+00:00,40.0,Air Canada,AC844
scheduled,YUL,A68,HOG,2024-03-18T15:10:00+00:00,2024-03-18T15:31:00+00:00,21.0,Air Transat,TS358
scheduled,YUL,A59,HOG,2024-03-18T07:00:00+00:00,2024-03-18T07:50:00+00:00,51.0,Sunwing,WG6146
landed,YUL,C75,IAD,2024-03-18T13:05:00+00:00,2024-03-18T13:26:00+00:00,22.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-03-18T09:15:00+00:00,2024-03-18T09:26:00+00:00,11.0,United Airlines,UA3413
landed,YUL,C80,IAD,2024-03-18T18:30:00+00:00,2024-03-18T18:57:00+00:00,28.0,United Airlines,UA3574
scheduled,YUL,C76,IAH,2024-03-18T09:50:00+00:00,2024-03-18T11:37:00+00:00,107.0,Air Canada,AC581
landed,YUL,,ILM,2024-03-18T08:00:00+00:00,2024-03-18T07:53:00+00:00,10.0,Flightpath Charter Airways,
scheduled,YUL,,ISP,2024-03-18T20:00:00+00:00,,6.0,NetJets Aviation,1I
scheduled,YUL,,JFK,2024-03-18T18:55:00+00:00,,,empty,
active,YUL,C77,JFK,2024-03-18T18:55:00+00:00,,20.0,Air Canada,AC8898
landed,YUL,,JFK,2024-03-18T18:55:00+00:00,2024-03-18T19:15:00+00:00,20.0,Air Canada,AC898
landed,YUL,C88,JFK,2024-03-18T18:35:00+00:00,2024-03-18T19:47:00+00:00,73.0,Delta Air Lines,DL5151
landed,YUL,C84,JFK,2024-03-18T12:05:00+00:00,2024-03-18T12:18:00+00:00,13.0,Delta Air Lines,DL5425
scheduled,YUL,,JFK,2024-03-18T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,C75,LAS,2024-03-18T19:35:00+00:00,2024-03-18T20:05:00+00:00,30.0,Air Canada,AC1274
scheduled,YUL,,LAS,2024-03-18T09:15:00+00:00,,,Delta Air Lines,DL612
landed,YUL,C77,LAS,2024-03-18T08:00:00+00:00,2024-03-18T08:29:00+00:00,30.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-03-18T17:35:00+00:00,2024-03-18T18:03:00+00:00,28.0,Air Canada,AC781
landed,YUL,C86,DTW,2024-03-08T17:50:00+00:00,2024-03-08T18:43:00+00:00,54.0,Delta Air Lines,DL5367
landed,YUL,A63,DXB,2024-03-08T09:20:00+00:00,2024-03-08T09:40:00+00:00,21.0,Emirates,EK244
landed,YUL,C88,EWR,2024-03-08T08:15:00+00:00,2024-03-08T08:54:00+00:00,39.0,Air Canada,AC8938
landed,YUL,C85,EWR,2024-03-08T13:05:00+00:00,2024-03-08T13:14:00+00:00,9.0,Air Canada,AC8940
landed,YUL,C75,EWR,2024-03-08T15:05:00+00:00,2024-03-08T15:09:00+00:00,5.0,Air Canada,AC8942
landed,YUL,C81,EWR,2024-03-08T20:00:00+00:00,2024-03-08T20:05:00+00:00,6.0,Air Canada,AC8946
landed,YUL,,EWR,2024-03-08T09:30:00+00:00,2024-03-08T12:16:00+00:00,167.0,Air India,AI191
landed,YUL,C80,EWR,2024-03-08T07:00:00+00:00,2024-03-08T07:25:00+00:00,26.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-03-08T11:08:00+00:00,2024-03-08T11:17:00+00:00,9.0,United Airlines,UA3680
landed,YUL,A52,FCO,2024-03-08T20:45:00+00:00,2024-03-08T20:55:00+00:00,11.0,Air Canada,AC892
landed,YUL,A66,FDF,2024-03-08T09:00:00+00:00,2024-03-08T09:12:00+00:00,13.0,Air Canada,AC954
landed,YUL,C73,FLL,2024-03-08T08:55:00+00:00,2024-03-08T09:08:00+00:00,14.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-03-08T13:10:00+00:00,2024-03-08T13:27:00+00:00,17.0,Air Canada,AC1004
scheduled,YUL,C75,FLL,2024-03-08T15:50:00+00:00,2024-03-08T19:54:00+00:00,245.0,Flair Airlines,F81100
landed,YUL,C76,FLL,2024-03-08T08:40:00+00:00,2024-03-08T09:32:00+00:00,53.0,Air Canada Rouge,RV1600
landed,YUL,C85,FLL,2024-03-08T16:20:00+00:00,2024-03-08T16:31:00+00:00,12.0,Air Canada Rouge,RV1606
landed,YUL,C80,FLL,2024-03-08T15:30:00+00:00,2024-03-08T16:37:00+00:00,67.0,Sun Country Airlines,SY8702
landed,YUL,C77,FLL,2024-03-08T06:30:00+00:00,2024-03-08T06:45:00+00:00,16.0,Air Transat,TS2844
landed,YUL,A60,FRA,2024-03-08T18:05:00+00:00,2024-03-08T18:17:00+00:00,13.0,Air Canada,AC844
landed,YUL,,FWA,2024-03-08T09:07:00+00:00,2024-03-08T09:18:00+00:00,12.0,Airsprint,
landed,YUL,A64,GRU,2024-03-08T21:25:00+00:00,2024-03-08T21:49:00+00:00,24.0,Air Canada,AC96
landed,YUL,A65,GVA,2024-03-08T20:25:00+00:00,2024-03-08T20:35:00+00:00,10.0,Air Canada,AC884
landed,YUL,A65,HAV,2024-03-08T18:30:00+00:00,2024-03-08T18:47:00+00:00,17.0,Air Transat,TS554
landed,YUL,A60,HOG,2024-03-08T07:10:00+00:00,2024-03-08T07:33:00+00:00,23.0,Air Transat,TS356
landed,YUL,A59,HOG,2024-03-08T07:30:00+00:00,2024-03-08T07:47:00+00:00,18.0,Sunwing,WG6544
cancelled,YUL,,HPN,2024-03-08T19:00:00+00:00,2024-03-08T16:08:00+00:00,6.0,empty,
scheduled,YUL,,HPN,2024-03-08T19:00:00+00:00,,,NetJets Aviation,1I
landed,YUL,,HPN,2024-03-08T21:00:00+00:00,2024-03-08T20:59:00+00:00,,Flexjet,LXJ332
cancelled,YUL,,HPN,2024-03-08T18:00:00+00:00,,,Flexjet,LXJ91
landed,YUL,C83,IAD,2024-03-08T13:05:00+00:00,2024-03-08T13:10:00+00:00,6.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-03-08T09:15:00+00:00,2024-03-08T09:38:00+00:00,24.0,United Airlines,UA3413
landed,YUL,C82,IAD,2024-03-08T18:30:00+00:00,2024-03-08T18:45:00+00:00,16.0,United Airlines,UA3574
scheduled,YUL,C82,IAH,2024-03-08T09:50:00+00:00,2024-03-08T11:05:00+00:00,76.0,Air Canada,AC581
landed,YUL,,ILM,2024-03-08T13:00:00+00:00,2024-03-08T13:15:00+00:00,15.0,Starlink Aviation,Q4833
landed,YUL,A61,IST,2024-03-08T20:30:00+00:00,2024-03-08T20:47:00+00:00,17.0,Turkish Airlines,TK36
scheduled,YUL,C74,JFK,2024-03-08T18:55:00+00:00,,5.0,Air Canada,AC8898
landed,YUL,,JFK,2024-03-08T18:55:00+00:00,2024-03-08T19:00:00+00:00,6.0,Air Canada,AC898
landed,YUL,C84,JFK,2024-03-08T12:20:00+00:00,2024-03-08T12:21:00+00:00,1.0,Delta Air Lines,DL5088
landed,YUL,C86,JFK,2024-03-08T17:55:00+00:00,2024-03-08T17:57:00+00:00,3.0,Delta Air Lines,DL5151
scheduled,YUL,,JFK,2024-03-08T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,A63,DXB,2024-02-21T09:20:00+00:00,2024-02-21T09:33:00+00:00,13.0,Emirates,EK244
scheduled,YUL,C74,EWR,2024-02-21T08:15:00+00:00,,195.0,Air Canada,AC8938
landed,YUL,C74,EWR,2024-02-21T13:05:00+00:00,2024-02-21T13:37:00+00:00,32.0,Air Canada,AC8940
landed,YUL,C83,EWR,2024-02-21T15:05:00+00:00,2024-02-21T16:19:00+00:00,74.0,Air Canada,AC8942
active,YUL,C73,EWR,2024-02-21T20:00:00+00:00,,42.0,Air Canada,AC8946
landed,YUL,,EWR,2024-02-21T20:00:00+00:00,2024-02-21T20:43:00+00:00,43.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-21T20:00:00+00:00,,,Jazz,QK946
landed,YUL,C80,EWR,2024-02-21T07:00:00+00:00,2024-02-21T07:36:00+00:00,36.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-02-21T11:08:00+00:00,2024-02-21T11:30:00+00:00,22.0,United Airlines,UA3680
landed,YUL,A60,FCO,2024-02-21T20:55:00+00:00,2024-02-21T21:42:00+00:00,48.0,Air Canada,AC892
landed,YUL,A57,FDF,2024-02-21T09:00:00+00:00,2024-02-21T09:20:00+00:00,21.0,Air Canada,AC954
scheduled,YUL,,FLL,2024-02-21T15:00:00+00:00,2024-02-21T19:08:00+00:00,249.0,empty,
landed,YUL,C56,FLL,2024-02-21T08:55:00+00:00,2024-02-21T09:29:00+00:00,35.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-02-21T13:35:00+00:00,2024-02-21T14:06:00+00:00,31.0,Air Canada,AC1004
scheduled,YUL,C86,FLL,2024-02-21T15:50:00+00:00,2024-02-21T18:11:00+00:00,142.0,Flair Airlines,F81100
landed,YUL,C76,FLL,2024-02-21T07:40:00+00:00,2024-02-21T08:09:00+00:00,30.0,Air Canada Rouge,RV1600
landed,YUL,C77,FLL,2024-02-21T16:20:00+00:00,2024-02-21T16:55:00+00:00,35.0,Air Canada Rouge,RV1606
landed,YUL,C83,FLL,2024-02-21T06:30:00+00:00,2024-02-21T07:00:00+00:00,30.0,Air Transat,TS2844
landed,YUL,C82,FLL,2024-02-21T16:25:00+00:00,2024-02-21T16:53:00+00:00,29.0,Air Transat,TS2846
landed,YUL,A52,FRA,2024-02-21T18:05:00+00:00,2024-02-21T18:44:00+00:00,39.0,Air Canada,AC844
landed,YUL,A56,GRU,2024-02-21T21:25:00+00:00,2024-02-21T21:52:00+00:00,28.0,Air Canada,AC96
landed,YUL,C77,IAD,2024-02-21T13:05:00+00:00,2024-02-21T13:33:00+00:00,28.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-02-21T09:15:00+00:00,2024-02-21T09:50:00+00:00,35.0,United Airlines,UA3413
landed,YUL,C80,IAD,2024-02-21T18:30:00+00:00,2024-02-21T19:00:00+00:00,31.0,United Airlines,UA3574
scheduled,YUL,,ILM,2024-02-21T08:00:00+00:00,,,Starlink Aviation,Q4324
landed,YUL,A66,IST,2024-02-21T20:30:00+00:00,2024-02-21T21:22:00+00:00,52.0,Turkish Airlines,TK36
active,YUL,C73,JFK,2024-02-21T18:55:00+00:00,,17.0,Air Canada,AC8898
landed,YUL,,JFK,2024-02-21T18:55:00+00:00,2024-02-21T19:12:00+00:00,18.0,Air Canada,AC898
landed,YUL,C87,JFK,2024-02-21T12:20:00+00:00,2024-02-21T12:31:00+00:00,12.0,Delta Air Lines,DL5088
landed,YUL,C87,JFK,2024-02-21T17:55:00+00:00,2024-02-21T18:06:00+00:00,11.0,Delta Air Lines,DL5151
scheduled,YUL,,JFK,2024-02-21T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,C82,LAS,2024-02-21T08:00:00+00:00,2024-02-21T09:17:00+00:00,77.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-02-21T17:35:00+00:00,2024-02-21T17:56:00+00:00,21.0,Air Canada,AC781
landed,YUL,C79,LGA,2024-02-21T07:15:00+00:00,2024-02-21T07:42:00+00:00,28.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-02-21T10:48:00+00:00,2024-02-21T10:54:00+00:00,6.0,American Airlines,AA4550
landed,YUL,C81,LGA,2024-02-21T17:40:00+00:00,2024-02-21T18:04:00+00:00,25.0,American Airlines,AA4772
landed,YUL,,LGA,2024-02-21T18:40:00+00:00,2024-02-21T18:51:00+00:00,12.0,Air Canada,AC644
landed,YUL,,LGA,2024-02-21T20:00:00+00:00,2024-02-21T20:14:00+00:00,14.0,Air Canada,AC646
landed,YUL,C73,LGA,2024-02-21T08:00:00+00:00,2024-02-21T08:35:00+00:00,35.0,Air Canada,AC8634
landed,YUL,C85,LGA,2024-02-21T13:15:00+00:00,2024-02-21T13:29:00+00:00,14.0,Air Canada,AC8638
landed,YUL,A60,ALG,2024-04-22T16:10:00+00:00,2024-04-22T16:25:00+00:00,16.0,Air Algerie,AH2701
active,YUL,A59,AMM,2024-04-22T13:55:00+00:00,2024-04-22T14:17:00+00:00,22.0,Royal Jordanian,RJ272
active,YUL,A58,AMS,2024-04-22T18:45:00+00:00,2024-04-22T19:07:00+00:00,22.0,KLM,KL672
landed,YUL,C74,ATL,2024-04-22T18:30:00+00:00,2024-04-22T19:10:00+00:00,41.0,Air Canada,AC8569
landed,YUL,C86,ATL,2024-04-22T18:45:00+00:00,2024-04-22T18:49:00+00:00,4.0,Delta Air Lines,DL2176
landed,YUL,C84,ATL,2024-04-22T07:00:00+00:00,2024-04-22T07:26:00+00:00,27.0,Delta Air Lines,DL2185
landed,YUL,C86,ATL,2024-04-22T13:44:00+00:00,2024-04-22T14:10:00+00:00,27.0,Delta Air Lines,DL2752
active,YUL,A66,BCN,2024-04-22T20:00:00+00:00,2024-04-22T20:13:00+00:00,14.0,Air Canada,AC822
active,YUL,A56,BCN,2024-04-22T23:45:00+00:00,,,Air Transat,TS260
active,YUL,A64,BOG,2024-04-22T23:25:00+00:00,2024-04-22T23:36:00+00:00,11.0,SA AVIANCA,AV201
landed,YUL,C82,BOS,2024-04-22T16:45:00+00:00,2024-04-22T17:08:00+00:00,24.0,Air Canada,AC752
landed,YUL,C73,BOS,2024-04-22T08:15:00+00:00,2024-04-22T08:35:00+00:00,20.0,Air Canada,AC8604
landed,YUL,C82,BOS,2024-04-22T13:10:00+00:00,2024-04-22T14:41:00+00:00,92.0,Air Canada,AC8606
landed,YUL,C73,BOS,2024-04-22T18:45:00+00:00,2024-04-22T19:15:00+00:00,31.0,Air Canada,AC8608
scheduled,YUL,A52,BRU,2024-04-22T21:00:00+00:00,2024-04-22T21:51:00+00:00,281.0,Air Canada,AC832
scheduled,YUL,A57,CCC,2024-04-22T06:00:00+00:00,2024-04-22T06:21:00+00:00,21.0,Sunwing,WG6106
active,YUL,A64,CDG,2024-04-22T20:25:00+00:00,2024-04-22T20:55:00+00:00,31.0,Air Canada,AC870
active,YUL,A63,CDG,2024-04-22T18:05:00+00:00,2024-04-22T18:36:00+00:00,31.0,Air Canada,AC874
landed,YUL,A55,CDG,2024-04-22T17:00:00+00:00,2024-04-22T17:13:00+00:00,13.0,Air France,AF345
active,YUL,A57,CDG,2024-04-22T19:00:00+00:00,2024-04-22T19:21:00+00:00,22.0,Air France,AF347
active,YUL,A68,CDG,2024-04-22T20:20:00+00:00,2024-04-22T20:49:00+00:00,30.0,Air Transat,TS110
landed,YUL,C79,CLT,2024-04-22T14:30:00+00:00,2024-04-22T14:44:00+00:00,14.0,American Airlines,AA5350
landed,YUL,C83,CLT,2024-04-22T07:15:00+00:00,2024-04-22T07:37:00+00:00,22.0,American Airlines,AA5679
scheduled,YUL,A67,CMN,2024-04-22T21:50:00+00:00,,,Royal Air Maroc,AT209
scheduled,YUL,A67,CMN,2024-04-22T21:50:00+00:00,,85.0,Wamos Air,EB209
landed,YUL,A55,CUN,2024-04-22T08:15:00+00:00,2024-04-22T08:28:00+00:00,13.0,Air Canada,AC926
landed,YUL,A51,CUN,2024-04-22T13:00:00+00:00,2024-04-22T13:18:00+00:00,19.0,Flair Airlines,F82100
landed,YUL,A65,CUN,2024-04-22T17:15:00+00:00,2024-04-22T17:20:00+00:00,6.0,Air Canada Rouge,RV1884
landed,YUL,A64,CUN,2024-04-22T07:20:00+00:00,2024-04-22T07:29:00+00:00,9.0,Air Transat,TS2538
landed,YUL,A64,CUN,2024-04-22T14:25:00+00:00,2024-04-22T14:57:00+00:00,33.0,Air Transat,TS938
landed,YUL,A59,CUN,2024-04-22T09:30:00+00:00,2024-04-22T09:46:00+00:00,17.0,Sunwing,WG5163
landed,YUL,A64,CZM,2024-04-22T09:50:00+00:00,2024-04-22T09:51:00+00:00,1.0,Air Canada Rouge,RV1748
landed,YUL,C74,DCA,2024-04-22T08:30:00+00:00,2024-04-22T08:48:00+00:00,18.0,Air Canada,AC8821
landed,YUL,C77,DCA,2024-04-22T13:45:00+00:00,2024-04-22T14:20:00+00:00,35.0,Air Canada,AC8823
landed,YUL,C88,DCA,2024-04-22T19:50:00+00:00,2024-04-22T20:00:00+00:00,11.0,Air Canada,AC8825
active,YUL,A60,DEL,2024-04-22T21:50:00+00:00,2024-04-22T22:07:00+00:00,17.0,Air Canada,AC50
landed,YUL,C79,DEN,2024-04-22T08:10:00+00:00,2024-04-22T08:45:00+00:00,35.0,Air Canada,AC1073
landed,YUL,C81,DFW,2024-04-22T15:45:00+00:00,2024-04-22T16:23:00+00:00,38.0,American Airlines,AA1964
scheduled,YUL,C76,DFW,2024-04-22T19:00:00+00:00,2024-04-22T20:21:00+00:00,60.0,Air Canada,AC1071
active,YUL,A57,DOH,2024-04-22T21:35:00+00:00,2024-04-22T22:31:00+00:00,56.0,Qatar Airways,QR764
landed,YUL,C83,DTW,2024-04-22T13:00:00+00:00,2024-04-22T13:32:00+00:00,32.0,Air Canada,AC8581
landed,YUL,C84,DTW,2024-04-22T13:02:00+00:00,2024-04-22T13:21:00+00:00,19.0,Delta Air Lines,DL3661
active,YUL,A61,ALG,2024-02-03T15:10:00+00:00,2024-02-03T15:33:00+00:00,24.0,Air Algerie,AH2701
landed,YUL,C87,ATL,2024-02-03T18:25:00+00:00,2024-02-03T18:40:00+00:00,15.0,Air Canada,AC8569
landed,YUL,C84,ATL,2024-02-03T07:00:00+00:00,2024-02-03T07:24:00+00:00,24.0,Delta Air Lines,DL1345
landed,YUL,C86,ATL,2024-02-03T15:16:00+00:00,2024-02-03T15:28:00+00:00,12.0,Delta Air Lines,DL697
active,YUL,A59,AZS,2024-02-03T14:55:00+00:00,2024-02-03T15:12:00+00:00,18.0,Air Canada Rouge,RV1744
active,YUL,,BCT,2024-02-03T10:00:00+00:00,2024-02-03T09:46:00+00:00,,Airsprint,
landed,YUL,A56,BOG,2024-02-03T21:45:00+00:00,2024-02-03T22:29:00+00:00,45.0,Air Canada,AC98
landed,YUL,,BOS,2024-02-03T19:30:00+00:00,2024-02-03T19:38:00+00:00,8.0,VistaJet,
landed,YUL,C75,BOS,2024-02-03T08:15:00+00:00,2024-02-03T08:51:00+00:00,36.0,Air Canada,AC8604
landed,YUL,C73,BOS,2024-02-03T13:10:00+00:00,2024-02-03T13:31:00+00:00,21.0,Air Canada,AC8606
landed,YUL,A52,BRU,2024-02-03T18:50:00+00:00,2024-02-03T19:30:00+00:00,41.0,Air Canada,AC832
cancelled,YUL,,BUF,2024-02-03T10:00:00+00:00,,,empty,
landed,YUL,,BUF,2024-02-03T10:00:00+00:00,2024-02-03T08:20:00+00:00,,Starlink Aviation,Q4420
active,YUL,A67,CCC,2024-02-03T14:45:00+00:00,2024-02-03T15:01:00+00:00,17.0,Air Transat,TS856
scheduled,YUL,A61,CCC,2024-02-03T17:00:00+00:00,2024-02-03T19:46:00+00:00,167.0,Sunwing,WG606
landed,YUL,A52,CDG,2024-02-03T21:25:00+00:00,2024-02-03T21:53:00+00:00,28.0,Air Canada,AC870
landed,YUL,A55,CDG,2024-02-03T17:00:00+00:00,2024-02-03T17:38:00+00:00,38.0,Air France,AF345
landed,YUL,A63,CDG,2024-02-03T19:05:00+00:00,2024-02-03T19:28:00+00:00,24.0,Air France,AF347
landed,YUL,A67,CDG,2024-02-03T20:20:00+00:00,2024-02-03T20:44:00+00:00,25.0,Air Transat,TS110
landed,YUL,C81,CLT,2024-02-03T14:15:00+00:00,2024-02-03T14:19:00+00:00,5.0,American Airlines,AA5029
landed,YUL,C83,CLT,2024-02-03T07:16:00+00:00,2024-02-03T08:02:00+00:00,46.0,American Airlines,AA5037
active,YUL,C75,CLT,2024-02-03T08:00:00+00:00,,347.0,American Airlines,AA9976
landed,YUL,A58,CMN,2024-02-03T20:35:00+00:00,2024-02-03T21:27:00+00:00,52.0,Royal Air Maroc,AT209
landed,YUL,A60,CTG,2024-02-03T09:50:00+00:00,2024-02-03T10:25:00+00:00,36.0,Air Transat,TS198
landed,YUL,A55,CUN,2024-02-03T08:10:00+00:00,2024-02-03T08:32:00+00:00,23.0,Air Canada,AC926
landed,YUL,A66,CUN,2024-02-03T13:30:00+00:00,2024-02-03T13:41:00+00:00,12.0,Flair Airlines,F82100
landed,YUL,A58,CUN,2024-02-03T17:15:00+00:00,2024-02-03T17:28:00+00:00,14.0,Air Canada Rouge,RV1884
landed,YUL,A68,CUN,2024-02-03T07:20:00+00:00,2024-02-03T08:03:00+00:00,44.0,Air Transat,TS538
landed,YUL,A68,CUN,2024-02-03T14:05:00+00:00,2024-02-03T14:17:00+00:00,13.0,Air Transat,TS938
landed,YUL,A61,CUN,2024-02-03T12:15:00+00:00,2024-02-03T12:20:00+00:00,6.0,Sunwing,WG2643
landed,YUL,A58,CUN,2024-02-03T09:30:00+00:00,2024-02-03T10:03:00+00:00,33.0,Sunwing,WG5619
cancelled,YUL,C83,DCA,2024-02-03T08:30:00+00:00,,21.0,Air Canada,AC8821
landed,YUL,C77,DCA,2024-02-03T13:45:00+00:00,2024-02-03T13:57:00+00:00,13.0,Air Canada,AC8823
landed,YUL,C74,DCA,2024-02-03T19:50:00+00:00,2024-02-03T19:58:00+00:00,9.0,Air Canada,AC8825
diverted,YUL,C86,DEN,2024-02-03T08:05:00+00:00,2024-02-03T09:01:00+00:00,57.0,Air Canada,AC1073
landed,YUL,C73,DFW,2024-02-03T18:40:00+00:00,2024-02-03T19:22:00+00:00,43.0,Air Canada,AC8813
landed,YUL,A55,DOH,2024-02-03T20:50:00+00:00,2024-02-03T21:14:00+00:00,24.0,Qatar Airways,QR764
cancelled,YUL,C82,DTW,2024-02-03T13:05:00+00:00,,21.0,Air Canada,AC8581
landed,YUL,C86,DTW,2024-02-03T13:05:00+00:00,2024-02-03T13:59:00+00:00,55.0,Delta Air Lines,DL4150
landed,YUL,C87,DTW,2024-02-03T06:00:00+00:00,2024-02-03T06:32:00+00:00,33.0,Delta Air Lines,DL4869
landed,YUL,A63,DXB,2024-02-03T09:20:00+00:00,2024-02-03T09:37:00+00:00,17.0,Emirates,EK244
landed,YUL,C84,EWR,2024-02-03T08:15:00+00:00,2024-02-03T08:30:00+00:00,15.0,Air Canada,AC8938
landed,YUL,C85,EWR,2024-02-03T13:05:00+00:00,2024-02-03T14:03:00+00:00,58.0,Air Canada,AC8940
active,YUL,C83,EWR,2024-02-03T15:05:00+00:00,,31.0,Air Canada,AC8942
active,YUL,C76,EWR,2024-02-03T20:00:00+00:00,,19.0,Air Canada,AC8946
landed,YUL,,EWR,2024-02-03T20:00:00+00:00,2024-02-03T20:20:00+00:00,20.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-03T20:00:00+00:00,,21.0,Jazz,QK946
landed,YUL,C80,EWR,2024-02-03T11:08:00+00:00,2024-02-03T11:19:00+00:00,11.0,United Airlines,UA3451
landed,YUL,A68,AGP,2024-03-03T20:10:00+00:00,2024-03-03T20:31:00+00:00,21.0,Air Transat,TS252
landed,YUL,A57,AMS,2024-03-03T19:05:00+00:00,2024-03-03T19:22:00+00:00,17.0,KLM,KL672
landed,YUL,C73,ATL,2024-03-03T18:25:00+00:00,2024-03-03T19:10:00+00:00,46.0,Air Canada,AC8569
